customer_id,region,device_type,subscription_plan,account_age_days,monthly_spend,num_orders_last_90d,avg_order_value,support_tickets_raised,days_since_last_login,pages_per_session,churned
CUST00359,East,Mobile,Basic,613,40.73,5,172.61,3,153,9.3,0
CUST00360,South,Mobile,Free,919,119.32,8,40.34,3,120,11.9,0
CUST00361,North,Tablet,Free,821,147.6,5,180.82,1,353,,1
CUST00362,South,Desktop,Premium,987,127.53,1,38.49,2,290,1.0,1
CUST00363,North,Mobile,Basic,975,4.95,10,159.61,2,334,7.5,1
CUST00364,South,Desktop,Free,528,124.19,5,137.77,2,255,7.4,1
CUST00365,South,Mobile,Basic,1047,8.95,3,150.77,2,264,,0
CUST00366,West,Mobile,Basic,1342,62.87,3,69.38,2,317,13.6,1
CUST00367,North,Mobile,Premium,1415,38.74,4,,1,55,1.0,0
CUST00368,North,Desktop,Free,293,,6,175.12,2,287,7.2,1
CUST00369,South,Mobile,Basic,1335,18772.338118625994,4,60.69,1,165,,1
CUST00370,North,Desktop,Free,1184,64.63,6,150.92,1,73,6.0,0
CUST00371,East,Mobile,Premium,1314,119.02,9,162.95,2,73,1.0,0
CUST00372,North,Desktop,Free,335,60.8,7,81.57,1,76,3.2,0
CUST00373,North,Mobile,Free,785,42.93,2,5.0,1,107,11.8,0
CUST00374,East,Mobile,Free,133,39.98,1,136.79,1,103,8.0,1
CUST00375,East,Mobile,Free,1013,31.21,6,42.28,1,162,1.7,1
CUST00376,East,Desktop,Basic,1152,34.9,7,91.67,1,2,6.0,0
CUST00377,South,Mobile,Free,1153,43.92,3,,1,41,15.6,0
CUST00378,South,Desktop,Premium,1448,16.17,6,9446.67649130294,2,60,5.9,0
CUST00379,Central,Mobile,Free,1106,52.55,8,138.68,2,30,4.4,0
CUST00380,East,Mobile,Premium,1019,46.05,3,71.42,2,231,8.3,0
CUST00381,West,Mobile,Premium,416,105.36,5,160.97,1,122,1.0,0
CUST00382,North,Desktop,Free,401,,3,115.48,2,133,1.4,1
CUST00383,East,Desktop,Basic,1304,51.07,5,171.95,1,325,5.0,1
CUST00384,East,Mobile,Premium,1365,20.5,5,153.76,0,33,17.1,0
CUST00385,North,Mobile,Basic,1260,102.65,5,237.16,0,84,7.4,0
CUST00386,Central,Mobile,Basic,789,194.91,3,75.82,3,29,10.0,0
CUST00387,Central,Mobile,Free,221,23.62,3,147.03,1,240,12.1,1
CUST00388,North,Mobile,Enterprise,1441,25.82,8,127.78,0,183,9.8,0
CUST00389,North,Mobile,Basic,1027,112.81,8,49.2,0,307,12.7,0
CUST00390,North,Desktop,Free,328,69.83,3,141.25,0,78,14.5,0
CUST00391,South,Mobile,Premium,100,78.87,2,228.26,0,5,10.6,1
CUST00392,West,Mobile,Free,217,158.3,4,235.65,1,302,10.6,1
CUST00393,East,Mobile,Premium,28,286.57,2,114.41,4,118,7.0,1
CUST00394,North,Mobile,Free,746,129.42,8,94.23,1,163,1.0,0
CUST00395,Central,Mobile,Free,248,63.06,4,99.96,1,313,4.9,0
CUST00396,North,Mobile,Enterprise,1330,60.05,3,178.38,1,157,6.3,0
CUST00397,South,Mobile,Enterprise,1275,48.44,7,210.05,0,216,11.7,0
CUST00398,South,Mobile,Free,163,33.14,5,78.68,1,230,4.9,1
CUST00399,South,Mobile,Enterprise,949,211.79,5,129.08,3,109,6.8,0
CUST00400,South,Mobile,Premium,323,77.2,4,109.77,0,188,7.7,1
CUST00401,East,Mobile,Enterprise,659,21.9,2,146.04,0,150,2.9,0
CUST00402,West,Mobile,Basic,1278,42.59,4,125.02,1,204,11.4,1
CUST00403,Central,Desktop,Enterprise,490,98.46,6,71.52,0,94,3.5,1
CUST00404,West,Mobile,Basic,804,21.48,3,122.15,1,141,3.7,1
CUST00405,West,Desktop,Free,1196,53.03,5,62.04,2,195,5.7,1
CUST00406,North,Desktop,Free,1332,10.69,6,136.54,0,149,7.3,1
CUST00407,North,Desktop,Premium,1062,26.53,0,66.22,1,333,7.6,0
CUST00408,West,Desktop,Premium,1354,57.58,2,143.83,2,179,12.3,1
CUST00409,Central,Tablet,Free,286,47.65,6,58.52,2,85,12.3,0
CUST00410,South,Desktop,Premium,648,22.79,4,73.96,1,247,14.8,0
CUST00411,North,Mobile,Free,207,2.29,6,272.11,0,118,8.7,0
CUST00412,North,Tablet,Basic,961,132.24,6,116.1,0,320,13.9,0
CUST00413,East,Desktop,Free,337,105.75,7,133.21,3,110,17.2,0
CUST00414,East,Mobile,Basic,605,97.07,7,145.52,1,101,4.4,0
CUST00415,East,Mobile,Free,903,38.26,7,152.88,0,335,7.0,0
CUST00416,South,Desktop,Free,971,19.97,5,148.17,3,176,6.5,0
CUST00417,East,Mobile,Free,1488,93.42,5,53.6,0,145,5.4,1
CUST00418,West,Mobile,Free,313,137.28,1,90.46,2,296,3.0,1
CUST00419,North,Mobile,Premium,628,18.23,4,114.69,0,6,8.3,0
CUST00420,North,Mobile,Basic,26,67.72,5,219.44,1,69,5.9,1
CUST00421,West,Desktop,Premium,269,84.42,2,207.52,2,6,11.1,1
CUST00422,North,Mobile,Free,687,45.59,4,,2,42,3.7,0
CUST00423,Central,Mobile,Premium,861,17.81,5,148.07,0,215,6.2,0
CUST00424,East,Mobile,Premium,422,99.6,4,65.29,0,186,7.0,0
CUST00425,South,Mobile,Basic,707,0.36,5,226.22,3,30,3.8,0
CUST00426,North,Desktop,Premium,1056,34.74,2,60.67,1,80,15.2,1
CUST00427,East,Mobile,Enterprise,504,70.37,3,126.19,2,153,3.8,1
CUST00428,South,Desktop,Premium,213,31.51,2,106.79,0,350,2.9,1
CUST00429,South,Mobile,Basic,595,,5,137.86,2,60,9.9,1
CUST00430,Central,Mobile,Basic,359,238.97,2,98.0,1,177,9.4,0
CUST00431,South,Desktop,Free,1375,63.06,7,96.23,0,132,,0
CUST00432,South,Mobile,Basic,145,1.98,6,141.47,0,278,11.9,0
CUST00433,North,Mobile,Premium,1175,45.41,8,133.67,0,320,9.5,1
CUST00434,East,Desktop,Free,1070,25.48,10,158.88,2,0,5.4,0
CUST00435,Central,Tablet,Free,862,,0,178.72,2,83,2.6,1
CUST00436,South,Mobile,Premium,1416,61.17,2,,1,60,3.5,1
CUST00437,West,Mobile,Free,128,50.65,8,75.2,1,87,3.5,1
CUST00438,West,Mobile,Basic,467,60.74,5,108.52,0,348,9.5,1
CUST00439,Central,Desktop,Basic,753,78.95,9,5.0,1,275,6.8,1
CUST00440,North,Desktop,Free,1370,67.61,2,197.87,0,121,17.6,1
CUST00441,North,Tablet,Free,805,181.8,6,15.82,0,246,1.0,1
CUST00442,North,Mobile,Free,505,132.57,5,234.47,1,14,14.6,0
CUST00443,North,Mobile,Basic,400,147.51,3,112.44,2,196,11.8,0
CUST00444,North,Mobile,Premium,1145,78.36,10,165.74,0,270,9.0,1
CUST00445,South,Tablet,Premium,432,35.92,2,158.06,0,276,6.9,0
CUST00446,East,Desktop,Free,1462,,7,96.52,2,136,6.9,1
CUST00447,East,Mobile,Basic,1389,0.43,0,,0,209,,1
CUST00448,West,Desktop,Basic,266,37.12,5,117.35,2,316,9.6,1
CUST00449,East,Mobile,Free,885,283.49,4,61.71,2,282,10.6,1
CUST00450,West,Desktop,Free,178,29.73,8,,1,67,9.0,0
CUST00451,North,Mobile,Basic,258,8881.446318486654,5,73.31,1,110,,1
CUST00452,North,Mobile,Free,364,22.36,5,,1,171,10.1,1
CUST00453,North,Desktop,Basic,62,162.12,6,149.26,2,87,5.4,0
CUST00454,West,Mobile,Enterprise,28,87.01,6,108.37,1,330,9.5,1
CUST00455,North,Mobile,Free,836,35.01,2,134.91,1,8,10.2,0
CUST00456,North,Mobile,Basic,924,60.82,2,50.28,1,0,1.0,0
CUST00457,North,Mobile,Premium,494,149.8,5,133.9,3,74,8.4,0
CUST00458,South,Desktop,Free,1483,,7,90.3,0,54,5.7,1
CUST00459,North,Mobile,Free,463,143.71,7,220.64,2,16,3.2,1
CUST00460,East,Desktop,Free,426,12.11,3,80.39,0,237,6.8,1
CUST00461,North,Mobile,Enterprise,500,21.08,2,106.27,0,32,9.2,0
CUST00462,East,Desktop,Premium,417,7.38,4,126.34,0,214,8.9,0
CUST00463,West,Mobile,Basic,1317,359.61,2,62.77,1,161,3.6,0
CUST00464,South,Desktop,Premium,1092,134.25,4,11.23,0,18,7.3,0
CUST00465,North,Mobile,Basic,549,342.63,3,192.6,3,203,13.9,1
CUST00466,North,Mobile,Basic,142,127.57,8,142.24,2,340,9.8,0
CUST00467,North,Mobile,Free,1093,28.51,9,86.74,2,237,2.3,0
CUST00468,West,Desktop,Premium,424,208.44,3,16.89,2,216,7.1,1
CUST00469,North,Mobile,Free,223,,6,125.87,3,273,4.0,1
CUST00470,Central,Desktop,Free,343,252.24,6,34.82,0,66,9.6,1
CUST00471,South,Desktop,Free,752,104.04,6,,1,119,13.1,0
CUST00472,West,Mobile,Free,290,58.64,6,144.16,2,287,5.8,1
CUST00473,South,Tablet,Free,282,73.01,5,72.79,0,308,5.9,0
CUST00474,Central,Mobile,Basic,1176,13.02,1,135.54,1,84,11.9,0
CUST00475,South,Desktop,Basic,1436,3.56,9,9723.78666898784,0,77,4.9,0
CUST00476,North,Desktop,Basic,467,2.9,1,152.0,1,148,10.1,0
CUST00477,West,Mobile,Free,315,26.14,2,39.0,3,30,5.3,0
CUST00478,East,Mobile,Free,291,71.79,3,,1,224,3.5,0
CUST00479,East,Tablet,Free,71,64.28,6,111.24,1,2,8.8,0
CUST00480,North,Desktop,Free,767,15.55,6,56.15,2,276,8.8,1
CUST00481,North,Desktop,Free,508,95.16,7,27.56,0,269,9.6,1
CUST00482,North,Mobile,Basic,132,0.6,5,106.99,3,41,8.5,1
CUST00483,South,Desktop,Free,724,332.72,7,205.31,2,800,13.7,1
CUST00484,North,Desktop,Enterprise,1383,150.57,5,81.79,1,199,1.3,1
CUST00485,East,Mobile,Premium,1494,150.16,7,115.68,2,112,9.0,0
CUST00486,South,Mobile,Free,226,101.68,4,148.32,2,337,7.2,0
CUST00487,East,Desktop,Basic,797,554.15,5,186.08,1,168,11.4,1
CUST00488,East,Desktop,Premium,1103,,5,104.79,1,272,2.8,1
CUST00489,Central,Mobile,Free,37,50.61,5,215.7,0,245,4.5,1
CUST00490,South,Mobile,Basic,922,34.29,7,110.39,1,342,14.0,0
CUST00491,North,Mobile,Basic,1168,19.23,4,158.5,2,183,4.7,0
CUST00492,West,Mobile,Free,417,76.64,3,243.2,0,62,10.9,0
CUST00493,North,Desktop,Free,655,2.93,4,96.61,0,285,7.1,1
CUST00494,South,Mobile,Free,869,239.34,2,133.12,0,354,8.1,1
CUST00495,South,Mobile,Free,1435,113.7,4,165.65,1,82,18.6,0
CUST00496,North,Tablet,Free,831,149.03,4,81.94,0,160,1.0,0
CUST00497,Central,Mobile,Free,1103,122.51,5,290.21,0,94,14.1,1
CUST00498,West,Mobile,Free,272,24.23,1,88.56,1,255,10.8,1
CUST00499,East,Mobile,Basic,242,112.98,8,111.24,0,298,9.5,1
CUST00500,East,Mobile,Basic,-1,4.51,7,162.62,1,230,8.8,0
CUST00501,South,Desktop,Premium,1386,74.12,4,205.4,1,15,10.5,0
CUST00502,North,Mobile,Free,515,20.26,3,139.15,0,241,6.5,0
CUST00503,North,Mobile,Enterprise,874,,4,173.86,1,32,12.2,0
CUST00504,East,Mobile,Premium,684,99.95,9,146.99,3,44,5.4,0
CUST00505,North,Desktop,Basic,809,66.61,1,110.9,2,254,8.6,0
CUST00506,South,Desktop,Premium,162,36.51,7,130.31,0,87,6.1,0
CUST00507,West,Mobile,Free,131,94.76,6,17.77,2,354,11.3,0
CUST00508,East,Mobile,Premium,584,39.58,5,219.55,1,261,10.8,1
CUST00509,North,Mobile,Basic,323,8.64,3,24.75,1,171,4.9,0
CUST00510,North,Mobile,Free,256,133.47,4,122.73,5,266,12.4,0
CUST00511,North,Mobile,Free,157,36.74,6,104.61,2,201,10.7,1
CUST00512,North,Mobile,Premium,844,72.95,4,158.45,0,160,5.9,0
CUST00513,South,Mobile,Basic,870,235.85,4,90.31,2,168,11.9,1
CUST00514,North,Mobile,Basic,1317,202.25,6,76.11,2,165,9.2,0
CUST00515,North,Mobile,Premium,741,13.21,6,111.35,0,104,2.6,0
CUST00516,North,Tablet,Free,292,70.26,5,81.56,3,232,6.4,0
CUST00517,South,Desktop,Free,5,6.1,3,114.91,0,175,9.9,0
CUST00518,South,Mobile,Enterprise,113,,6,149.18,0,160,1.6,0
CUST00519,North,Mobile,Premium,465,,3,179.37,0,100,8.7,1
CUST00520,East,Tablet,Free,2,58.82,2,179.43,2,134,16.1,1
CUST00521,North,Mobile,Free,1379,48.93,4,46.84,0,26,8.0,1
CUST00522,North,Desktop,Free,1365,31.19,2,143.74,0,154,8.0,1
CUST00523,Central,Tablet,Premium,135,192.27,9,61.12,1,344,4.8,0
CUST00524,South,Mobile,Free,726,1.49,4,83.11,1,166,5.6,1
CUST00525,North,Mobile,Free,348,110.49,5,248.42,1,180,,1
CUST00526,North,Mobile,Free,455,9.98,6,150.14,1,256,5.0,0
CUST00527,Central,Desktop,Free,315,2.23,4,243.34,2,118,2.3,1
CUST00528,South,Desktop,Enterprise,98,27.7,5,197.43,1,19,7.0,0
CUST00529,South,Desktop,Free,291,35.24,4,,3,184,6.7,1
CUST00530,North,Mobile,Free,1476,73.06,5,165.22,3,36,14.3,0
CUST00531,North,Mobile,Free,1490,27.85,6,71.29,1,156,14.0,1
CUST00532,East,Mobile,Free,882,3.46,6,98.34,1,200,13.2,1
CUST00533,East,Mobile,Basic,70,20.1,9,225.05,2,312,8.6,0
CUST00534,South,Desktop,Free,272,10.09,4,99.84,1,120,4.6,0
CUST00535,North,Desktop,Basic,694,132.68,4,140.28,2,265,15.0,1
CUST00536,South,Mobile,Premium,74,110.01,8,288.73,0,70,6.9,0
CUST00537,South,Mobile,Free,361,105.31,3,200.38,1,339,11.2,1
CUST00538,East,Mobile,Basic,28,85.63,7,185.37,0,186,7.3,0
CUST00539,West,Mobile,Premium,461,5.47,6,116.67,3,167,12.8,0
CUST00540,South,Mobile,Free,1361,78.44,9,139.48,0,8,8.0,1
CUST00541,South,Mobile,Basic,611,64.35,8,53.26,0,336,13.4,0
CUST00542,East,Desktop,Free,1235,130.88,3,47.82,2,72,1.0,1
CUST00543,Central,Desktop,Free,1007,4.99,7,78.54,3,310,9.8,1
CUST00544,North,Desktop,Basic,753,2.24,6,144.26,1,222,12.6,1
CUST00545,East,Desktop,Free,1444,107.49,4,83.1,0,150,5.1,0
CUST00546,East,Mobile,Basic,301,38.77,2,39.83,0,296,5.0,1
CUST00547,West,Mobile,Free,172,108.26,4,162.12,2,241,3.4,0
CUST00548,North,Mobile,Basic,1095,41.77,5,5.0,0,2,9.3,0
CUST00549,South,Mobile,Basic,895,75.4,3,80.04,3,294,11.4,0
CUST00550,South,Desktop,Basic,191,29.18,4,202.32,1,294,6.8,0
CUST00551,East,Desktop,Free,231,32.78,5,120.99,4,140,,1
CUST00552,East,Desktop,Basic,944,38.75,5,61.28,2,99,10.4,0
CUST00553,West,Mobile,Basic,114,189.48,6,123.59,0,147,11.6,0
CUST00554,West,Mobile,Basic,292,8.38,5,8694.143446781505,0,223,7.5,1
CUST00555,North,Desktop,Free,520,67.9,3,,0,134,5.3,1
CUST00556,South,Mobile,Enterprise,610,102.2,3,155.57,3,84,7.1,0
CUST00557,North,Desktop,Basic,951,109.67,3,143.94,2,151,2.2,1
CUST00558,West,Tablet,Free,1074,7.41,4,62.95,2,187,1.0,0
CUST00559,North,Mobile,Basic,1086,100.47,2,77.22,1,39,12.0,1
CUST00560,West,Desktop,Premium,1045,5.39,2,92.99,0,347,8.8,1
CUST00561,West,Mobile,Free,720,66.81,6,70.1,0,56,8.0,0
CUST00562,South,Mobile,Basic,375,10.1,6,113.37,3,354,1.0,1
CUST00563,East,Tablet,Basic,1480,,6,141.13,0,229,6.0,1
CUST00564,Central,Mobile,Basic,528,172.06,3,124.18,2,94,15.5,0
CUST00565,South,Mobile,Free,1266,286.84,6,43.78,1,256,12.6,1
CUST00566,South,Mobile,Basic,1162,34.76,2,,1,80,11.8,0
CUST00567,East,Mobile,Free,1242,56.61,2,229.82,1,251,10.0,1
CUST00568,East,Mobile,Free,1373,298.84,9,127.48,0,127,5.8,0
CUST00569,Central,Desktop,Enterprise,216,265.03,3,167.29,0,171,,0
CUST00570,South,Desktop,Premium,1443,9.99,8,,1,165,6.7,0
CUST00571,East,Mobile,Free,652,175.67,7,124.16,0,199,1.0,1
CUST00572,West,Mobile,Premium,613,42.12,8,9.44,1,178,5.2,1
CUST00573,South,Mobile,Free,80,14.33,4,214.46,3,67,1.0,1
CUST00574,North,Desktop,Free,1189,59.46,5,160.58,2,334,1.0,1
CUST00575,North,Mobile,Free,602,119.63,3,170.55,1,296,12.4,0
CUST00576,East,Tablet,Free,1205,150.88,3,82.57,2,144,11.0,1
CUST00577,West,Desktop,Free,484,,7,82.19,2,87,11.2,0
CUST00578,East,Mobile,Premium,575,72.91,6,83.5,0,245,9.1,1
CUST00579,East,Tablet,Free,198,,3,,1,260,7.8,1
CUST00580,West,Mobile,Basic,264,73.58,5,156.59,2,67,13.8,0
CUST00581,North,Mobile,Free,915,197.68,5,126.63,5,338,7.1,1
CUST00582,North,Mobile,Free,633,76.26,10,51.12,0,154,,1
CUST00583,North,Desktop,Premium,90,77.05,10,154.71,0,204,4.6,0
CUST00584,South,Desktop,Free,532,245.98,6,211.93,0,103,12.8,1
CUST00585,South,Mobile,Free,947,47.62,4,164.66,2,45,10.3,0
CUST00586,North,Desktop,Basic,806,33.04,4,125.65,1,250,10.5,0
CUST00587,Central,Tablet,Free,235,,7,37.23,2,347,12.7,1
CUST00588,Central,Mobile,Basic,1389,59.11,4,52.58,1,270,,0
CUST00589,North,Mobile,Premium,1367,0.87,6,181.51,1,196,9.0,0
CUST00590,North,Mobile,Basic,1458,23.8,6,98.87,2,22,3.9,0
CUST00591,East,Desktop,Basic,716,11.86,7,145.1,0,48,9.6,0
CUST00592,North,Mobile,Basic,515,43.9,3,159.41,2,235,10.3,1
CUST00593,West,Mobile,Free,654,117.86,7,9588.430795964523,3,188,9.6,1
CUST00594,Central,Mobile,Basic,1268,5810.320484081044,4,43.42,2,149,5.4,0
CUST00595,South,Desktop,Premium,257,28.35,4,22.73,0,187,11.7,1
CUST00596,North,Tablet,Free,285,22.46,4,178.92,0,126,8.2,1
CUST00597,South,Desktop,Premium,1052,86.79,4,210.27,2,292,7.1,0
CUST00598,Central,Tablet,Free,506,197.07,4,96.39,0,89,2.2,0
CUST00599,East,Mobile,Free,500,8.56,9,,2,362,10.9,0
CUST00600,North,Mobile,Enterprise,274,17.37,4,144.23,2,315,4.1,1
CUST00601,Central,Desktop,Free,1218,477.01,6,141.51,1,257,12.8,1
CUST00602,North,Mobile,Free,228,154.27,8,10.75,1,68,7.4,1
CUST00603,North,Mobile,Free,344,4.2,5,248.25,3,253,11.6,1
CUST00604,South,Mobile,Free,1090,116.52,4,144.81,1,34,10.7,0
CUST00605,East,Desktop,Basic,347,176.63,5,79.86,0,165,10.2,0
CUST00606,North,Mobile,Basic,1345,2.03,9,,1,344,6.0,0
CUST00607,North,Mobile,Free,281,14.25,3,58.74,3,181,8.3,0
CUST00608,North,Mobile,Free,1057,114.73,1,5.0,0,104,3.6,1
CUST00609,South,Desktop,Premium,980,28.76,8,127.1,2,250,5.5,0
CUST00610,South,Mobile,Free,543,24.95,6,112.8,2,91,7.4,0
CUST00611,East,Mobile,Free,152,56.27,5,117.17,1,178,7.3,0
CUST00612,West,Mobile,Free,615,15.72,6,141.4,1,321,6.8,1
CUST00613,North,Desktop,Basic,487,51.48,8,152.16,1,163,9.8,1
CUST00614,South,Mobile,Premium,1199,26.02,1,,1,353,,1
CUST00615,South,Desktop,Free,1291,31.14,7,170.32,4,70,8.3,1
CUST00616,North,Mobile,Basic,1203,22.71,4,,0,356,10.9,0
CUST00617,North,Tablet,Basic,1357,21.97,5,58.97,0,9,,1
CUST00618,North,Mobile,Enterprise,156,4.95,7,,1,272,7.8,1
CUST00619,South,Mobile,Free,304,67.32,11,58.6,1,51,8.1,0
CUST00620,South,Desktop,Free,936,61.35,5,74.36,2,280,7.0,1
CUST00621,West,Mobile,Free,698,43.56,3,180.64,2,257,7.1,1
CUST00622,East,Mobile,Free,1127,402.67,2,105.42,1,191,9.3,0
CUST00623,South,Mobile,Free,272,17.62,7,138.95,1,89,2.1,0
CUST00624,West,Tablet,Free,1009,24.23,6,168.99,2,18,7.8,0
CUST00625,North,Mobile,Enterprise,129,92.07,4,70.12,0,276,1.6,0
CUST00626,North,Tablet,Free,170,5.08,5,106.32,0,5,8.2,0
CUST00627,North,Mobile,Basic,1310,30.06,3,233.15,1,180,7.5,0
CUST00628,East,Mobile,Premium,440,14.9,5,117.57,1,188,1.0,0
CUST00629,North,Mobile,Free,459,37.11,4,75.45,2,210,10.6,1
CUST00630,West,Desktop,Free,206,33.61,3,199.49,1,5,2.5,0
CUST00631,South,Tablet,Enterprise,1431,68.22,3,61.44,0,349,4.9,0
CUST00632,East,Mobile,Free,1361,108.49,7,251.34,2,345,,0
CUST00633,North,Mobile,Free,1208,33.13,3,84.45,1,270,8.4,1
CUST00634,North,Desktop,Basic,686,87.88,3,135.73,2,264,4.1,1
CUST00635,North,Mobile,Premium,244,292.35,4,104.58,0,226,7.6,1
CUST00636,East,Desktop,Premium,153,72.88,1,103.05,0,325,6.9,1
CUST00637,East,Tablet,Enterprise,682,79.99,3,213.16,2,142,8.7,0
CUST00638,East,Desktop,Basic,898,,7,177.35,2,54,11.1,0
CUST00639,Central,Desktop,Enterprise,499,32.04,4,,1,244,9.2,0
CUST00640,South,Mobile,Premium,1434,7.9,7,72.04,2,282,7.0,0
CUST00641,East,Desktop,Free,1357,,7,,1,58,7.6,0
CUST00642,South,Mobile,Basic,1276,156.15,6,161.22,3,60,5.7,0
CUST00643,North,Desktop,Free,1245,179.96,7,77.43,0,156,5.9,0
CUST00644,East,Mobile,Free,604,27.3,5,155.89,4,42,7.1,1
CUST00645,North,Desktop,Free,1037,7.42,1,181.91,0,208,3.1,0
CUST00646,East,Mobile,Free,81,67.71,3,9719.583835615646,3,280,1.0,1
CUST00647,Central,Mobile,Basic,506,9.91,2,102.09,1,143,8.7,0
CUST00648,East,Mobile,Basic,606,64.64,4,260.04,0,217,7.8,0
CUST00649,North,Mobile,Premium,189,19.28,5,114.68,3,86,11.0,1
CUST00650,North,Desktop,Premium,1193,,7,62.8,1,181,7.2,0
CUST00651,West,Desktop,Basic,1289,24.86,4,66.44,1,211,6.6,1
CUST00652,East,Mobile,Free,668,31.71,5,83.6,3,40,9.3,0
CUST00653,Central,Mobile,Enterprise,408,13.02,2,56.21,2,199,6.5,1
CUST00654,East,Mobile,Premium,1428,12108.379470561547,4,66.28,5,146,9.0,0
CUST00655,South,Mobile,Basic,1283,69.41,5,43.48,2,276,4.2,0
CUST00656,North,Desktop,Enterprise,1479,55.74,6,65.27,1,136,9.0,0
CUST00657,South,Mobile,Premium,370,49.38,9,63.66,0,127,8.2,0
CUST00658,North,Mobile,Free,1231,83.65,7,137.94,1,291,5.7,1
CUST00659,Central,Desktop,Basic,594,80.62,3,157.41,0,340,9.6,0
CUST00660,North,Mobile,Premium,555,5.29,5,88.98,2,64,9.0,0
CUST00661,North,Mobile,Enterprise,537,40.56,4,138.95,1,269,1.0,1
CUST00662,North,Desktop,Free,1102,172.5,2,90.69,0,73,9.5,1
CUST00663,North,Desktop,Basic,653,160.48,8,116.76,2,263,12.0,0
CUST00664,North,Desktop,Basic,477,197.38,6,144.62,2,92,1.0,0
CUST00665,North,Mobile,Enterprise,607,35.85,3,147.42,1,156,7.9,1
CUST00666,North,Mobile,Free,634,22.03,2,99.51,1,156,5.5,1
CUST00667,West,Mobile,Free,260,73.38,2,4092.121687043521,1,112,7.8,1
CUST00668,North,Mobile,Free,245,42.48,7,,4,276,8.0,1
CUST00669,North,Mobile,Free,601,51.33,7,147.84,1,31,8.1,0
CUST00670,East,Mobile,Basic,107,41.35,5,5.0,0,-5,11.6,0
CUST00671,South,Tablet,Basic,1476,199.67,5,64.72,1,166,11.7,1
CUST00672,East,Mobile,Free,889,12.43,7,10.12,1,15,3.9,1
CUST00673,South,Tablet,Premium,334,188.75,4,193.38,0,272,,0
CUST00674,North,Mobile,Premium,1485,114.41,2,128.8,1,247,4.4,1
CUST00675,North,Desktop,Free,1004,27.25,4,198.0,3,105,7.3,1
CUST00676,North,Mobile,Basic,100,17.45,5,125.96,0,223,11.9,0
CUST00677,North,Mobile,Basic,1246,140.92,4,30.27,1,249,13.3,0
CUST00678,South,Desktop,Free,960,97.61,0,131.13,1,304,6.0,0
CUST00679,North,Mobile,Premium,1041,19.31,5,190.92,2,322,14.9,1
CUST00680,East,Tablet,Free,432,156.05,2,119.08,0,205,,1
CUST00681,East,Mobile,Basic,1174,82.49,9,290.27,1,191,3.5,1
CUST00682,North,Desktop,Premium,1415,80.57,5,137.65,1,275,,1
CUST00683,South,Mobile,Premium,611,35.81,5,94.37,2,270,5.1,0
CUST00684,West,Mobile,Basic,681,180.14,7,45.19,0,321,12.5,1
CUST00685,North,Mobile,Basic,1174,154.98,5,137.21,2,5,,1
CUST00686,North,Tablet,Free,542,60.22,3,123.21,2,42,12.1,0
CUST00687,South,Mobile,Basic,1285,41.68,3,226.62,0,355,4.3,1
CUST00688,North,Mobile,Basic,840,82.3,2,236.62,1,160,5.6,1
CUST00689,North,Desktop,Free,839,6.12,4,5.0,1,17,,0
CUST00690,North,Desktop,Free,494,14940.27115094304,4,164.73,2,347,7.3,1
CUST00691,East,Tablet,Basic,745,27.52,6,75.08,1,59,13.8,1
CUST00692,North,Tablet,Basic,1242,112.95,9,102.49,2,142,6.9,0
CUST00693,South,Mobile,Free,853,35.72,11,138.48,0,134,,1
CUST00694,Central,Desktop,Premium,574,107.53,4,53.45,1,347,10.6,0
CUST00695,South,Desktop,Enterprise,221,45.04,8,176.72,0,364,10.3,0
CUST00696,North,Desktop,Free,487,126.67,4,75.14,1,196,9.8,0
CUST00697,Central,Mobile,Free,1408,15.8,7,202.32,2,263,,1
CUST00698,South,Mobile,Free,716,54.49,7,191.04,1,355,1.3,1
CUST00699,North,Desktop,Free,1397,42.31,4,67.51,1,800,6.6,1
CUST00700,North,Mobile,Basic,386,80.96,3,,1,170,6.2,1
CUST00701,North,Desktop,Free,589,318.74,5,98.15,3,278,4.5,0
CUST00702,South,Mobile,Basic,819,,8,153.85,1,187,9.9,1
CUST00703,North,Desktop,Basic,761,157.67,4,115.4,1,83,16.4,1
CUST00704,East,Desktop,Free,660,50.92,5,111.42,2,108,9.1,1
CUST00705,East,Tablet,Premium,1001,107.98,7,90.18,0,213,9.2,0
CUST00706,East,Desktop,Free,1132,49.55,4,140.31,0,357,1.0,1
CUST00707,East,Mobile,Enterprise,614,7.56,5,92.15,0,104,12.3,0
CUST00708,North,Mobile,Free,1377,191.3,1,126.0,2,328,9.8,0
CUST00709,South,Mobile,Free,532,230.15,5,119.22,3,322,5.3,0
CUST00710,North,Mobile,Basic,1377,99.54,10,81.23,0,161,1.0,0
CUST00711,West,Mobile,Free,751,27.4,6,139.86,0,41,8.5,1
CUST00712,South,Mobile,Free,881,25.23,7,29.5,1,180,15.5,0
CUST00713,West,Desktop,Free,898,30.36,10,84.43,1,110,10.5,1
CUST00714,North,Tablet,Basic,671,10.09,10,200.31,1,199,3.9,1
CUST00715,East,Desktop,Basic,924,84.15,6,148.32,1,303,8.4,0
CUST00716,West,Tablet,Basic,957,90.17,6,47.57,1,314,8.1,0
CUST00717,North,Mobile,Free,1166,55.65,5,74.88,0,15,1.8,0
