customer_id,churn_probability,risk_tier,top_reason_codes
CUST00001,0.3993926429930634,low,subscription_plan_Premium(-); account_age_days(-); days_since_last_login(-)
CUST00279,0.3359636897220681,low,subscription_plan_Enterprise(-); days_since_last_login(-); missingindicator_pages_per_session(+)
CUST00280,0.5857911582286865,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(+)
CUST00281,0.4491265880707262,low,days_since_last_login(+); subscription_plan_Premium(-); region_South(-)
CUST00282,0.3937401181557497,low,days_since_last_login(-); account_age_days(-); subscription_plan_Basic(+)
CUST00283,0.476793032135051,medium,subscription_plan_Free(+); device_type_Tablet(-); region_South(-)
CUST00284,0.2876769012725373,low,subscription_plan_Enterprise(-); days_since_last_login(-); region_South(-)
CUST00285,0.4709553976760173,medium,days_since_last_login(+); subscription_plan_Premium(-); account_age_days(+)
CUST00286,0.4327189481805694,low,subscription_plan_Premium(-); account_age_days(+); days_since_last_login(+)
CUST00287,0.44380552846625676,low,missingindicator_avg_order_value(-); support_per_order(+); subscription_plan_Basic(+)
CUST00288,0.46430043510438085,medium,account_age_days(-); subscription_plan_Basic(+); days_since_last_login(+)
CUST00289,0.4055511804951368,low,days_since_last_login(-); missingindicator_monthly_spend(+); region_South(-)
CUST00290,0.34685581201760957,low,subscription_plan_Enterprise(-); days_since_last_login(-); account_age_days(+)
CUST00291,0.47051193960316323,medium,subscription_plan_Free(+); missingindicator_pages_per_session(+); device_type_Tablet(-)
CUST00292,0.5494886897836333,high,subscription_plan_Free(+); days_since_last_login(+); region_South(-)
CUST00293,0.4117252975168558,low,missingindicator_avg_order_value(-); subscription_plan_Premium(-); days_since_last_login(+)
CUST00294,0.45962621149799016,medium,subscription_plan_Basic(+); support_per_order(-); region_North(-)
CUST00295,0.404677174614276,low,subscription_plan_Premium(-); days_since_last_login(-); account_age_days(+)
CUST00296,0.3203832697522754,low,subscription_plan_Enterprise(-); account_age_days(-); days_since_last_login(-)
CUST00297,0.5330128085843697,high,subscription_plan_Free(+); days_since_last_login(+); region_South(-)
CUST00298,0.5374586902308934,high,days_since_last_login(+); missingindicator_monthly_spend(+); account_age_days(-)
CUST00299,0.5454689845598554,high,subscription_plan_Free(+); account_age_days(+); support_per_order(+)
CUST00300,0.5847504527918683,high,subscription_plan_Free(+); missingindicator_pages_per_session(+); device_type_Desktop(+)
CUST00301,0.3852139183474025,low,subscription_plan_Premium(-); device_type_Tablet(-); account_age_days(-)
CUST00302,0.3836647264067109,low,missingindicator_avg_order_value(-); region_South(-); subscription_plan_Basic(+)
CUST00303,0.4888773069588216,medium,missingindicator_pages_per_session(+); region_South(-); device_type_Desktop(+)
CUST00304,0.5084137090981584,medium,subscription_plan_Free(+); days_since_last_login(-); account_age_days(+)
CUST00305,0.5365612445857197,high,subscription_plan_Free(+); days_since_last_login(-); device_type_Desktop(+)
CUST00306,0.5947152258023252,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(+)
CUST00307,0.46035229605447814,medium,region_South(-); account_age_days(+); subscription_plan_Basic(+)
CUST00308,0.46273159861549856,medium,subscription_plan_Free(+); days_since_last_login(-); region_South(-)
CUST00309,0.4249972783376917,low,days_since_last_login(-); account_age_days(-); support_per_order(+)
CUST00310,0.4180492386744489,low,region_South(-); account_age_days(-); days_since_last_login(-)
CUST00311,0.5296306505876934,high,subscription_plan_Free(+); account_age_days(+); days_since_last_login(-)
CUST00312,0.40777510659390803,low,subscription_plan_Premium(-); days_since_last_login(-); account_age_days(+)
CUST00313,0.5272217619806584,high,days_since_last_login(+); subscription_plan_Basic(+); region_West(+)
CUST00314,0.5387002766203863,high,subscription_plan_Free(+); device_type_Tablet(-); days_since_last_login(+)
CUST00315,0.35992680900018287,low,missingindicator_avg_order_value(-); subscription_plan_Premium(-); account_age_days(-)
CUST00316,0.380259277716721,low,missingindicator_avg_order_value(-); subscription_plan_Premium(-); region_South(-)
CUST00317,0.525821686805461,high,subscription_plan_Free(+); days_since_last_login(-); account_age_days(+)
CUST00318,0.49089562364783984,medium,subscription_plan_Basic(+); support_per_order(+); region_Central(+)
CUST00319,0.5159845532637176,high,days_since_last_login(+); device_type_Desktop(+); subscription_plan_Basic(+)
CUST00320,0.6159771964805009,high,subscription_plan_Free(+); days_since_last_login(+); region_West(+)
CUST00321,0.5269538560390632,high,subscription_plan_Free(+); account_age_days(-); days_since_last_login(-)
CUST00322,0.5350103960339936,high,subscription_plan_Free(+); days_since_last_login(+); region_South(-)
CUST00323,0.5782707650207084,high,subscription_plan_Free(+); account_age_days(+); device_type_Desktop(+)
CUST00324,0.510737374932402,high,subscription_plan_Free(+); days_since_last_login(+); region_South(-)
CUST00325,0.5270538571483364,high,missingindicator_pages_per_session(+); subscription_plan_Basic(+); days_since_last_login(+)
CUST00326,0.3947853006083314,low,days_since_last_login(-); subscription_plan_Premium(-); device_type_Desktop(+)
CUST00327,0.5117200296266989,high,days_since_last_login(+); subscription_plan_Basic(+); account_age_days(-)
CUST00328,0.33945795716447635,low,subscription_plan_Enterprise(-); days_since_last_login(-); region_North(-)
CUST00329,0.4813134496180632,medium,subscription_plan_Basic(+); account_age_days(+); region_North(-)
CUST00330,0.5117569264399106,high,subscription_plan_Free(+); region_South(-); days_since_last_login(+)
CUST00331,0.574329904104545,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(-)
CUST00332,0.4851173446765092,medium,days_since_last_login(-); device_type_Desktop(+); subscription_plan_Basic(+)
CUST00333,0.3932923958612606,low,days_since_last_login(-); account_age_days(-); subscription_plan_Basic(+)
CUST00334,0.48575190993212775,medium,days_since_last_login(-); device_type_Desktop(+); subscription_plan_Basic(+)
CUST00335,0.4832722045321908,medium,subscription_plan_Free(+); days_since_last_login(-); account_age_days(+)
CUST00336,0.4234908155899271,low,region_South(-); subscription_plan_Basic(+); days_since_last_login(-)
CUST00337,0.49414468188764477,medium,region_South(-); account_age_days(+); device_type_Desktop(+)
CUST00338,0.5138799948059578,high,days_since_last_login(-); missingindicator_monthly_spend(+); account_age_days(+)
CUST00339,0.3846514772572128,low,days_since_last_login(-); subscription_plan_Premium(-); account_age_days(+)
CUST00340,0.3438526861156913,low,days_since_last_login(-); subscription_plan_Premium(-); region_South(-)
CUST00341,0.5600363585140447,high,subscription_plan_Free(+); days_since_last_login(+); device_type_Tablet(-)
CUST00342,0.5404643266503518,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(-)
CUST00343,0.4275618483505642,low,days_since_last_login(-); subscription_plan_Premium(-); region_West(+)
CUST00344,0.5349793688387731,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(-)
CUST00345,0.531150637129572,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(-)
CUST00346,0.4590026928873206,medium,days_since_last_login(-); missingindicator_monthly_spend(+); subscription_plan_Basic(+)
CUST00347,0.5647656716431564,high,subscription_plan_Free(+); days_since_last_login(+); region_South(-)
CUST00348,0.4356442605424434,low,subscription_plan_Premium(-); device_type_Desktop(+); days_since_last_login(+)
CUST00349,0.5574273575308739,high,subscription_plan_Free(+); account_age_days(+); days_since_last_login(+)
CUST00350,0.5819219954700084,high,subscription_plan_Free(+); days_since_last_login(+); device_type_Desktop(+)
CUST00351,0.5156092957229247,high,avg_order_value(+); subscription_plan_Premium(-); account_age_days(+)
CUST00352,0.6198969814394543,high,subscription_plan_Free(+); days_since_last_login(+); device_type_Desktop(+)
CUST00353,0.5368109003312791,high,missingindicator_monthly_spend(+); subscription_plan_Premium(-); days_since_last_login(+)
CUST00354,0.5615675937408187,high,days_since_last_login(+); account_age_days(+); device_type_Desktop(+)
CUST00355,0.5591733015990816,high,subscription_plan_Free(+); days_since_last_login(+); support_per_order(+)
CUST00356,0.4760398872479937,medium,region_South(-); account_age_days(+); days_since_last_login(+)
CUST00357,0.6009691581870042,high,subscription_plan_Free(+); account_age_days(+); region_West(+)
CUST00358,0.5719560346259742,high,subscription_plan_Free(+); missingindicator_monthly_spend(+); days_since_last_login(+)
CUST00359,0.4883489943414835,medium,subscription_plan_Basic(+); days_since_last_login(-); support_per_order(+)
CUST00360,0.47444898392738716,medium,subscription_plan_Free(+); region_South(-); days_since_last_login(-)
CUST00361,0.5789627957664873,high,subscription_plan_Free(+); days_since_last_login(+); missingindicator_pages_per_session(+)
CUST00362,0.4485073146210075,low,subscription_plan_Premium(-); region_South(-); days_since_last_login(+)
CUST00363,0.5147997841349579,high,days_since_last_login(+); subscription_plan_Basic(+); account_age_days(-)
CUST00364,0.5559279492943265,high,subscription_plan_Free(+); region_South(-); days_since_last_login(+)
CUST00365,0.5019894567853302,medium,missingindicator_pages_per_session(+); region_South(-); days_since_last_login(+)
CUST00366,0.5233139577140278,high,days_since_last_login(+); account_age_days(-); subscription_plan_Basic(+)
CUST00367,0.30272768306600145,low,missingindicator_avg_order_value(-); days_since_last_login(-); subscription_plan_Premium(-)
CUST00368,0.6458817247124286,high,subscription_plan_Free(+); missingindicator_monthly_spend(+); days_since_last_login(+)
CUST00369,0.47225005145268717,medium,missingindicator_pages_per_session(+); region_South(-); monthly_spend(+)
CUST00370,0.48236148871963913,medium,subscription_plan_Free(+); days_since_last_login(-); account_age_days(-)
CUST00371,0.3528048247984482,low,subscription_plan_Premium(-); days_since_last_login(-); account_age_days(-)
CUST00372,0.5212088358981334,high,subscription_plan_Free(+); days_since_last_login(-); account_age_days(+)
CUST00373,0.5055980585845401,medium,subscription_plan_Free(+); days_since_last_login(-); region_North(-)
CUST00374,0.5424691365243614,high,subscription_plan_Free(+); account_age_days(+); days_since_last_login(-)
CUST00375,0.4997331836666964,medium,subscription_plan_Free(+); account_age_days(-); pages_per_session(-)
CUST00376,0.41167160315735407,low,days_since_last_login(-); account_age_days(-); device_type_Desktop(+)
CUST00377,0.39292341608664727,low,subscription_plan_Free(+); days_since_last_login(-); missingindicator_avg_order_value(-)
CUST00378,0.42941083454164397,low,avg_order_value(+); days_since_last_login(-); subscription_plan_Premium(-)
CUST00379,0.46646944006808233,medium,subscription_plan_Free(+); days_since_last_login(-); account_age_days(-)
CUST00380,0.43401923031891354,low,subscription_plan_Premium(-); days_since_last_login(+); account_age_days(-)
CUST00381,0.4313370435502285,low,subscription_plan_Premium(-); days_since_last_login(-); account_age_days(+)
CUST00382,0.5929797969485547,high,subscription_plan_Free(+); missingindicator_monthly_spend(+); device_type_Desktop(+)
CUST00383,0.5159313055432434,high,days_since_last_login(+); account_age_days(-); device_type_Desktop(+)
CUST00384,0.3466936524413794,low,days_since_last_login(-); subscription_plan_Premium(-); account_age_days(-)
CUST00385,0.4081684681634769,low,days_since_last_login(-); account_age_days(-); subscription_plan_Basic(+)
CUST00386,0.45089984091346247,low,days_since_last_login(-); subscription_plan_Basic(+); support_per_order(+)
CUST00387,0.5907343702784514,high,subscription_plan_Free(+); account_age_days(+); days_since_last_login(+)
CUST00388,0.3530221815809763,low,subscription_plan_Enterprise(-); account_age_days(-); support_per_order(-)
CUST00389,0.4995447427071539,medium,days_since_last_login(+); subscription_plan_Basic(+); account_age_days(-)
CUST00390,0.5303129922754567,high,subscription_plan_Free(+); days_since_last_login(-); account_age_days(+)
CUST00391,0.35976949875458125,low,days_since_last_login(-); subscription_plan_Premium(-); region_South(-)
CUST00392,0.6142037422760693,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(+)
CUST00393,0.466928782150427,medium,subscription_plan_Premium(-); account_age_days(+); support_per_order(+)
CUST00394,0.5110410348831481,high,subscription_plan_Free(+); pages_per_session(-); region_North(-)
CUST00395,0.60234906997496,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(+)
CUST00396,0.3542779052044997,low,subscription_plan_Enterprise(-); account_age_days(-); days_since_last_login(-)
CUST00397,0.34502054098887636,low,subscription_plan_Enterprise(-); region_South(-); account_age_days(-)
CUST00398,0.5331749523495751,high,subscription_plan_Free(+); region_South(-); account_age_days(+)
CUST00399,0.3367362763907294,low,subscription_plan_Enterprise(-); region_South(-); days_since_last_login(-)
CUST00400,0.40571003917294207,low,subscription_plan_Premium(-); region_South(-); account_age_days(+)
CUST00401,0.3740466473238279,low,subscription_plan_Enterprise(-); days_since_last_login(-); support_per_order(-)
CUST00402,0.47990579392038973,medium,account_age_days(-); subscription_plan_Basic(+); region_West(+)
CUST00403,0.3976062370735563,low,subscription_plan_Enterprise(-); days_since_last_login(-); device_type_Desktop(+)
CUST00404,0.476589416903447,medium,subscription_plan_Basic(+); region_West(+); days_since_last_login(-)
CUST00405,0.5516803921770999,high,subscription_plan_Free(+); account_age_days(-); device_type_Desktop(+)
CUST00406,0.5026033352339729,medium,subscription_plan_Free(+); account_age_days(-); device_type_Desktop(+)
CUST00407,0.4970781229597776,medium,days_since_last_login(+); subscription_plan_Premium(-); support_per_order(+)
CUST00408,0.4509448182172873,low,subscription_plan_Premium(-); account_age_days(-); device_type_Desktop(+)
CUST00409,0.49722116117297616,medium,subscription_plan_Free(+); device_type_Tablet(-); days_since_last_login(-)
CUST00410,0.44323657304882697,low,subscription_plan_Premium(-); region_South(-); days_since_last_login(+)
CUST00411,0.5310141262227737,high,subscription_plan_Free(+); account_age_days(+); days_since_last_login(-)
CUST00412,0.47354624018206193,medium,days_since_last_login(+); device_type_Tablet(-); subscription_plan_Basic(+)
CUST00413,0.5654924239715283,high,subscription_plan_Free(+); days_since_last_login(-); account_age_days(+)
CUST00414,0.4546184305700642,low,days_since_last_login(-); subscription_plan_Basic(+); account_age_days(+)
CUST00415,0.5641730181631966,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(-)
CUST00416,0.513351659469784,high,subscription_plan_Free(+); region_South(-); device_type_Desktop(+)
CUST00417,0.4694608548974143,medium,subscription_plan_Free(+); account_age_days(-); days_since_last_login(-)
CUST00418,0.6198730702747308,high,subscription_plan_Free(+); days_since_last_login(+); support_per_order(+)
CUST00419,0.36051709645171326,low,days_since_last_login(-); subscription_plan_Premium(-); support_per_order(-)
CUST00420,0.4644601208925619,medium,account_age_days(+); days_since_last_login(-); subscription_plan_Basic(+)
CUST00421,0.4432721492678155,low,days_since_last_login(-); subscription_plan_Premium(-); account_age_days(+)
CUST00422,0.44000934769774114,low,subscription_plan_Free(+); days_since_last_login(-); missingindicator_avg_order_value(-)
CUST00423,0.43344135404976897,low,subscription_plan_Premium(-); days_since_last_login(+); support_per_order(-)
CUST00424,0.43219149765182874,low,subscription_plan_Premium(-); account_age_days(+); support_per_order(-)
CUST00425,0.39947826151613397,low,days_since_last_login(-); region_South(-); subscription_plan_Basic(+)
CUST00426,0.39887545227862187,low,subscription_plan_Premium(-); days_since_last_login(-); device_type_Desktop(+)
CUST00427,0.397966714303602,low,subscription_plan_Enterprise(-); account_age_days(+); days_since_last_login(-)
CUST00428,0.4779258991016734,medium,days_since_last_login(+); subscription_plan_Premium(-); region_South(-)
CUST00429,0.4539081566919597,low,missingindicator_monthly_spend(+); days_since_last_login(-); region_South(-)
CUST00430,0.5130321988746533,high,account_age_days(+); subscription_plan_Basic(+); region_Central(+)
CUST00431,0.5000007308111671,medium,subscription_plan_Free(+); missingindicator_pages_per_session(+); region_South(-)
CUST00432,0.5012765172843057,medium,region_South(-); days_since_last_login(+); account_age_days(+)
CUST00433,0.4401397806758142,low,days_since_last_login(+); subscription_plan_Premium(-); account_age_days(-)
CUST00434,0.46915269513949853,medium,subscription_plan_Free(+); days_since_last_login(-); device_type_Desktop(+)
CUST00435,0.5509593569296135,high,subscription_plan_Free(+); support_per_order(+); missingindicator_monthly_spend(+)
CUST00436,0.2827657311840019,low,missingindicator_avg_order_value(-); days_since_last_login(-); subscription_plan_Premium(-)
CUST00437,0.5322397061165149,high,subscription_plan_Free(+); account_age_days(+); days_since_last_login(-)
CUST00438,0.5578101210348576,high,days_since_last_login(+); subscription_plan_Basic(+); region_West(+)
CUST00439,0.5368266342755434,high,days_since_last_login(+); device_type_Desktop(+); subscription_plan_Basic(+)
CUST00440,0.5031519244432185,medium,subscription_plan_Free(+); account_age_days(-); days_since_last_login(-)
CUST00441,0.4927465226039738,medium,subscription_plan_Free(+); device_type_Tablet(-); days_since_last_login(+)
CUST00442,0.4868291116456175,medium,subscription_plan_Free(+); days_since_last_login(-); account_age_days(+)
CUST00443,0.5105865250431276,high,account_age_days(+); subscription_plan_Basic(+); support_per_order(+)
CUST00444,0.42645307625182804,low,subscription_plan_Premium(-); days_since_last_login(+); account_age_days(-)
CUST00445,0.39323220765925876,low,subscription_plan_Premium(-); device_type_Tablet(-); region_South(-)
CUST00446,0.5430662276340884,high,subscription_plan_Free(+); missingindicator_monthly_spend(+); account_age_days(-)
CUST00447,0.4442864923662039,low,missingindicator_avg_order_value(-); missingindicator_pages_per_session(+); account_age_days(-)
CUST00448,0.5899419077136318,high,days_since_last_login(+); account_age_days(+); device_type_Desktop(+)
CUST00449,0.5622768224268533,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(-)
CUST00450,0.5127782144633047,high,subscription_plan_Free(+); missingindicator_avg_order_value(-); days_since_last_login(-)
CUST00451,0.5375028924360337,high,missingindicator_pages_per_session(+); monthly_spend(+); account_age_days(+)
CUST00452,0.5034863014825535,medium,subscription_plan_Free(+); missingindicator_avg_order_value(-); account_age_days(+)
CUST00453,0.49485875833373305,medium,account_age_days(+); days_since_last_login(-); device_type_Desktop(+)
CUST00454,0.47370550848661985,medium,subscription_plan_Enterprise(-); days_since_last_login(+); account_age_days(+)
CUST00455,0.46552460182302235,medium,subscription_plan_Free(+); days_since_last_login(-); region_North(-)
CUST00456,0.39717048126987275,low,days_since_last_login(-); subscription_plan_Basic(+); account_age_days(-)
CUST00457,0.40383228478636746,low,subscription_plan_Premium(-); days_since_last_login(-); account_age_days(+)
CUST00458,0.4642983542006632,medium,subscription_plan_Free(+); missingindicator_monthly_spend(+); days_since_last_login(-)
CUST00459,0.4807714690609858,medium,subscription_plan_Free(+); days_since_last_login(-); account_age_days(+)
CUST00460,0.5756374006979303,high,subscription_plan_Free(+); days_since_last_login(+); device_type_Desktop(+)
CUST00461,0.34341258536125596,low,subscription_plan_Enterprise(-); days_since_last_login(-); account_age_days(+)
CUST00462,0.4667932800015048,medium,subscription_plan_Premium(-); device_type_Desktop(+); account_age_days(+)
CUST00463,0.45835169736015713,medium,account_age_days(-); subscription_plan_Basic(+); region_West(+)
CUST00464,0.3312624365907343,low,days_since_last_login(-); subscription_plan_Premium(-); region_South(-)
CUST00465,0.5176808657538421,high,subscription_plan_Basic(+); support_per_order(+); account_age_days(+)
CUST00466,0.5585516516821246,high,days_since_last_login(+); account_age_days(+); subscription_plan_Basic(+)
CUST00467,0.5219083661684115,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(-)
CUST00468,0.49625945556100975,medium,subscription_plan_Premium(-); device_type_Desktop(+); account_age_days(+)
CUST00469,0.6242136068023382,high,subscription_plan_Free(+); missingindicator_monthly_spend(+); days_since_last_login(+)
CUST00470,0.533891161422389,high,subscription_plan_Free(+); days_since_last_login(-); account_age_days(+)
CUST00471,0.4609341307650337,medium,subscription_plan_Free(+); missingindicator_avg_order_value(-); region_South(-)
CUST00472,0.6031420763170389,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(+)
CUST00473,0.5123651172682341,high,subscription_plan_Free(+); days_since_last_login(+); device_type_Tablet(-)
CUST00474,0.4435244241537739,low,days_since_last_login(-); account_age_days(-); subscription_plan_Basic(+)
CUST00475,0.4790994689956366,medium,avg_order_value(+); region_South(-); account_age_days(-)
CUST00476,0.5123283231703872,high,device_type_Desktop(+); subscription_plan_Basic(+); account_age_days(+)
CUST00477,0.5324582137407862,high,subscription_plan_Free(+); days_since_last_login(-); support_per_order(+)
CUST00478,0.5214573563207058,high,subscription_plan_Free(+); missingindicator_avg_order_value(-); account_age_days(+)
CUST00479,0.4620051723726162,medium,subscription_plan_Free(+); days_since_last_login(-); device_type_Tablet(-)
CUST00480,0.5804139884357211,high,subscription_plan_Free(+); days_since_last_login(+); device_type_Desktop(+)
CUST00481,0.5818951290116775,high,subscription_plan_Free(+); days_since_last_login(+); device_type_Desktop(+)
CUST00482,0.4645135785097791,medium,days_since_last_login(-); account_age_days(+); subscription_plan_Basic(+)
CUST00483,0.4397412257129073,low,subscription_plan_Free(+); region_South(-); missingindicator_days_since_last_login(-)
CUST00484,0.3760445044606329,low,subscription_plan_Enterprise(-); account_age_days(-); device_type_Desktop(+)
CUST00485,0.3697328945939211,low,subscription_plan_Premium(-); account_age_days(-); days_since_last_login(-)
CUST00486,0.5752993171153102,high,subscription_plan_Free(+); days_since_last_login(+); region_South(-)
CUST00487,0.4983261491314135,medium,device_type_Desktop(+); subscription_plan_Basic(+); pages_per_session(+)
CUST00488,0.49143858546298896,medium,missingindicator_monthly_spend(+); subscription_plan_Premium(-); days_since_last_login(+)
CUST00489,0.5801580327974238,high,subscription_plan_Free(+); account_age_days(+); days_since_last_login(+)
CUST00490,0.490938845859595,medium,days_since_last_login(+); region_South(-); subscription_plan_Basic(+)
CUST00491,0.458796297809713,medium,account_age_days(-); subscription_plan_Basic(+); region_North(-)
CUST00492,0.5171605880636267,high,subscription_plan_Free(+); days_since_last_login(-); account_age_days(+)
CUST00493,0.57806734721881,high,subscription_plan_Free(+); days_since_last_login(+); device_type_Desktop(+)
CUST00494,0.5377476836033118,high,subscription_plan_Free(+); days_since_last_login(+); region_South(-)
CUST00495,0.4336143317828676,low,subscription_plan_Free(+); region_South(-); account_age_days(-)
CUST00496,0.4648920944772688,medium,subscription_plan_Free(+); device_type_Tablet(-); pages_per_session(-)
CUST00497,0.49963716845263395,medium,subscription_plan_Free(+); days_since_last_login(-); account_age_days(-)
CUST00498,0.6023506950573747,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(+)
CUST00499,0.5355166868426161,high,days_since_last_login(+); account_age_days(+); subscription_plan_Basic(+)
CUST00500,0.46347980010431095,medium,missingindicator_recency_ratio(-); missingindicator_account_age_days(-); subscription_plan_Basic(+)
CUST00501,0.33000623964697906,low,days_since_last_login(-); subscription_plan_Premium(-); region_South(-)
CUST00502,0.5492239427559532,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(+)
CUST00503,0.3754043115284592,low,subscription_plan_Enterprise(-); days_since_last_login(-); missingindicator_monthly_spend(+)
CUST00504,0.3805349816898606,low,days_since_last_login(-); subscription_plan_Premium(-); is_dormant(-)
CUST00505,0.5421151278766068,high,days_since_last_login(+); support_per_order(+); device_type_Desktop(+)
CUST00506,0.39652009078283335,low,subscription_plan_Premium(-); region_South(-); days_since_last_login(-)
CUST00507,0.631436257157798,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(+)
CUST00508,0.4611585545093047,medium,subscription_plan_Premium(-); days_since_last_login(+); account_age_days(+)
CUST00509,0.4889876673782324,medium,account_age_days(+); subscription_plan_Basic(+); region_North(-)
CUST00510,0.6063380484550789,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(+)
CUST00511,0.5667589792783712,high,subscription_plan_Free(+); account_age_days(+); days_since_last_login(+)
CUST00512,0.4021535511675792,low,subscription_plan_Premium(-); support_per_order(-); days_since_last_login(-)
CUST00513,0.44337403277917337,low,region_South(-); subscription_plan_Basic(+); account_age_days(-)
CUST00514,0.4455827268831678,low,account_age_days(-); subscription_plan_Basic(+); region_North(-)
CUST00515,0.38585566802121457,low,subscription_plan_Premium(-); days_since_last_login(-); support_per_order(-)
CUST00516,0.5368358632510073,high,subscription_plan_Free(+); device_type_Tablet(-); account_age_days(+)
CUST00517,0.5037094241778968,medium,subscription_plan_Free(+); recency_ratio(-); account_age_days(+)
CUST00518,0.40850501829209984,low,subscription_plan_Enterprise(-); missingindicator_monthly_spend(+); region_South(-)
CUST00519,0.4455559930964024,low,missingindicator_monthly_spend(+); subscription_plan_Premium(-); days_since_last_login(-)
CUST00520,0.47207032569626695,medium,recency_ratio(-); subscription_plan_Free(+); account_age_days(+)
CUST00521,0.42984263631853226,low,subscription_plan_Free(+); days_since_last_login(-); account_age_days(-)
CUST00522,0.50266175556221,medium,subscription_plan_Free(+); account_age_days(-); device_type_Desktop(+)
CUST00523,0.47321319515179716,medium,days_since_last_login(+); subscription_plan_Premium(-); device_type_Tablet(-)
CUST00524,0.48736888590641814,medium,subscription_plan_Free(+); region_South(-); days_since_last_login(-)
CUST00525,0.5841903883740542,high,subscription_plan_Free(+); missingindicator_pages_per_session(+); account_age_days(+)
CUST00526,0.5609323741603001,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(+)
CUST00527,0.5676913567726423,high,subscription_plan_Free(+); account_age_days(+); days_since_last_login(-)
CUST00528,0.3547100542543911,low,subscription_plan_Enterprise(-); days_since_last_login(-); region_South(-)
CUST00529,0.5117965729382098,high,subscription_plan_Free(+); missingindicator_avg_order_value(-); region_South(-)
CUST00530,0.4539497662170483,low,subscription_plan_Free(+); days_since_last_login(-); account_age_days(-)
CUST00531,0.48480832460831386,medium,subscription_plan_Free(+); account_age_days(-); days_since_last_login(-)
CUST00532,0.531879690601688,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(-)
CUST00533,0.5526811738556795,high,days_since_last_login(+); account_age_days(+); subscription_plan_Basic(+)
CUST00534,0.5168814177071297,high,subscription_plan_Free(+); region_South(-); account_age_days(+)
CUST00535,0.5417093167285116,high,days_since_last_login(+); device_type_Desktop(+); subscription_plan_Basic(+)
CUST00536,0.37840483345048015,low,subscription_plan_Premium(-); region_South(-); days_since_last_login(-)
CUST00537,0.5702635813627841,high,subscription_plan_Free(+); days_since_last_login(+); region_South(-)
CUST00538,0.5014224437902696,medium,account_age_days(+); subscription_plan_Basic(+); recency_ratio(-)
CUST00539,0.4635433574711382,medium,subscription_plan_Premium(-); region_West(+); account_age_days(+)
CUST00540,0.39731925656999956,low,subscription_plan_Free(+); days_since_last_login(-); region_South(-)
CUST00541,0.49848666269091935,medium,days_since_last_login(+); region_South(-); subscription_plan_Basic(+)
CUST00542,0.48490735145245056,medium,subscription_plan_Free(+); days_since_last_login(-); account_age_days(-)
CUST00543,0.5984578347021209,high,subscription_plan_Free(+); days_since_last_login(+); device_type_Desktop(+)
CUST00544,0.5147310475643864,high,device_type_Desktop(+); subscription_plan_Basic(+); days_since_last_login(+)
CUST00545,0.49588128028225587,medium,subscription_plan_Free(+); account_age_days(-); device_type_Desktop(+)
CUST00546,0.5246584079409138,high,days_since_last_login(+); account_age_days(+); subscription_plan_Basic(+)
CUST00547,0.594839855618277,high,subscription_plan_Free(+); account_age_days(+); days_since_last_login(+)
CUST00548,0.3875457104493042,low,days_since_last_login(-); account_age_days(-); subscription_plan_Basic(+)
CUST00549,0.4922799303163511,medium,days_since_last_login(+); region_South(-); subscription_plan_Basic(+)
CUST00550,0.5292681956229023,high,days_since_last_login(+); region_South(-); account_age_days(+)
CUST00551,0.6135520789656703,high,subscription_plan_Free(+); missingindicator_pages_per_session(+); account_age_days(+)
CUST00552,0.46980874832864217,medium,days_since_last_login(-); device_type_Desktop(+); subscription_plan_Basic(+)
CUST00553,0.5129128324819204,high,account_age_days(+); subscription_plan_Basic(+); region_West(+)
CUST00554,0.6180725060081895,high,avg_order_value(+); account_age_days(+); subscription_plan_Basic(+)
CUST00555,0.4954470885734237,medium,subscription_plan_Free(+); missingindicator_avg_order_value(-); device_type_Desktop(+)
CUST00556,0.34553446874348287,low,subscription_plan_Enterprise(-); region_South(-); days_since_last_login(-)
CUST00557,0.481658157881652,medium,device_type_Desktop(+); subscription_plan_Basic(+); account_age_days(-)
CUST00558,0.4938870176249915,medium,subscription_plan_Free(+); device_type_Tablet(-); region_West(+)
CUST00559,0.4133014848739208,low,days_since_last_login(-); subscription_plan_Basic(+); account_age_days(-)
CUST00560,0.49472491361110327,medium,days_since_last_login(+); subscription_plan_Premium(-); device_type_Desktop(+)
